task_id,track,epic,epic_name,title,area,description,expected_outputs,acceptance_criteria,dependencies,complexity,owner,status,created_at
C2A5A6BA,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Cross-Sign.Lll — G9-06,Federation,Build 'cross-sign.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['cross-sign.lll.lll', 'cross-sign.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-QA,Planned,2025-10-04T18:34:41.528413
2CBED710,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Tenant-Filters.Lll — G9-07,Federation,Build 'tenant-filters.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['tenant-filters.lll.lll', 'tenant-filters.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
227C1A18,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Federation-Metrics.Lll — G9-08,Federation,Build 'federation-metrics.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['federation-metrics.lll.lll', 'federation-metrics.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Infra,Planned,2025-10-04T18:34:41.528413
EEB1B3A6,Greenfield #4 (Benchmark DSL),G9,Federation & Privacy,Quota.Lll — G9-09,Federation,Build 'quota.lll' for Federation & Privacy with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['quota.lll.lll', 'quota.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Policy,Planned,2025-10-04T18:34:41.528413
A446523A,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Metrics-Map.Lll — G10-01,Observability,Build 'metrics-map.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['metrics-map.lll.lll', 'metrics-map.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
4F68013E,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Trace-Links.Lll — G10-02,Observability,Build 'trace-links.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['trace-links.lll.lll', 'trace-links.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Fed,Planned,2025-10-04T18:34:41.528413
BC6C8E5B,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Delta_S-Hist.Lll — G10-03,Observability,Build 'delta_s-hist.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['delta_s-hist.lll.lll', 'delta_s-hist.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Finance,Planned,2025-10-04T18:34:41.528413
C97162B2,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Error-Rate.Lll — G10-04,Observability,Build 'error-rate.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['error-rate.lll.lll', 'error-rate.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-QA,Planned,2025-10-04T18:34:41.528413
FB823391,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Lag-Alarms.Lll — G10-05,Observability,Build 'lag-alarms.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['lag-alarms.lll.lll', 'lag-alarms.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Engine,Planned,2025-10-04T18:34:41.528413
045CBA3E,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Thresholds.Lll — G10-06,Observability,Build 'thresholds.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['thresholds.lll.lll', 'thresholds.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-QA,Planned,2025-10-04T18:34:41.528413
15261131,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Sampling.Lll — G10-07,Observability,Build 'sampling.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['sampling.lll.lll', 'sampling.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Policy,Planned,2025-10-04T18:34:41.528413
0A46D6A3,Greenfield #4 (Benchmark DSL),G10,Observability & Trace Synthesis,Export-Prom.Lll — G10-08,Observability,Build 'export-prom.lll' for Observability & Trace Synthesis with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['export-prom.lll.lll', 'export-prom.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Infra,Planned,2025-10-04T18:34:41.528413
1AD28D01,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Export-Ndjson.Lll — G11-01,Egress,Build 'export-ndjson.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['export-ndjson.lll.lll', 'export-ndjson.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Infra,Planned,2025-10-04T18:34:41.528413
7D93D449,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Export-Saft.Lll — G11-02,Egress,Build 'export-saft.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['export-saft.lll.lll', 'export-saft.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Infra,Planned,2025-10-04T18:34:41.528413
756FE014,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Export-Csv.Lll — G11-03,Egress,Build 'export-csv.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['export-csv.lll.lll', 'export-csv.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Fed,Planned,2025-10-04T18:34:41.528413
781F59DC,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Package-Sign.Lll — G11-04,Egress,Build 'package-sign.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['package-sign.lll.lll', 'package-sign.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
8A7AA797,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Egress-Api.Lll — G11-05,Egress,Build 'egress-api.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['egress-api.lll.lll', 'egress-api.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
34D2ADA6,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Validator-Ext.Lll — G11-06,Egress,Build 'validator-ext.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['validator-ext.lll.lll', 'validator-ext.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
669E2FC0,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Catalog.Lll — G11-07,Egress,Build 'catalog.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['catalog.lll.lll', 'catalog.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-QA,Planned,2025-10-04T18:34:41.528413
4196A813,Greenfield #4 (Benchmark DSL),G11,Exports & Compliance,Retention-Manifest.Lll — G11-08,Egress,Build 'retention-manifest.lll' for Exports & Compliance with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['retention-manifest.lll.lll', 'retention-manifest.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Infra,Planned,2025-10-04T18:34:41.528413
348B6AFE,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Ws-Topics.Lll — G12-01,UI,Build 'ws-topics.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['ws-topics.lll.lll', 'ws-topics.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Docs,Planned,2025-10-04T18:34:41.528413
F279DB76,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Panel-Bindings.Lll — G12-02,UI,Build 'panel-bindings.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['panel-bindings.lll.lll', 'panel-bindings.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Finance,Planned,2025-10-04T18:34:41.528413
0B2EAE81,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Hot-Reload-Ui.Lll — G12-03,UI,Build 'hot-reload-ui.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['hot-reload-ui.lll.lll', 'hot-reload-ui.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Engine,Planned,2025-10-04T18:34:41.528413
27A2502E,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,A11Y.Lll — G12-04,UI,Build 'a11y.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['a11y.lll.lll', 'a11y.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Policy,Planned,2025-10-04T18:34:41.528413
A88BDC0C,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Offline-Cache.Lll — G12-05,UI,Build 'offline-cache.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['offline-cache.lll.lll', 'offline-cache.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Engine,Planned,2025-10-04T18:34:41.528413
668E2454,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Fts-Search.Lll — G12-06,UI,Build 'fts-search.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['fts-search.lll.lll', 'fts-search.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Finance,Planned,2025-10-04T18:34:41.528413
71C1C1E9,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Theme.Lll — G12-07,UI,Build 'theme.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['theme.lll.lll', 'theme.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
F70DC1F0,Greenfield #4 (Benchmark DSL),G12,UI Bindings & Hot-reload,Ui-Tests.Lll — G12-08,UI,Build 'ui-tests.lll' for UI Bindings & Hot-reload with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['ui-tests.lll.lll', 'ui-tests.lll_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
2D2B2C21,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Bench-Ingress — G13-01,QA/Perf,Build 'bench-ingress' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['bench-ingress.rs_or_wasm', 'bench-ingress_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Finance,Planned,2025-10-04T18:34:41.528413
CA0F9870,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Bench-Ledger — G13-02,QA/Perf,Build 'bench-ledger' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['bench-ledger.rs_or_wasm', 'bench-ledger_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
4D2A4B95,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Bench-Workflow — G13-03,QA/Perf,Build 'bench-workflow' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['bench-workflow.rs_or_wasm', 'bench-workflow_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Docs,Planned,2025-10-04T18:34:41.528413
7A4E93A3,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Bench-Receipts — G13-04,QA/Perf,Build 'bench-receipts' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['bench-receipts.rs_or_wasm', 'bench-receipts_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-QA,Planned,2025-10-04T18:34:41.528413
E1B6051E,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Bench-Query — G13-05,QA/Perf,Build 'bench-query' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['bench-query.rs_or_wasm', 'bench-query_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
EF7EFA93,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Shadow-Runner — G13-06,QA/Perf,Build 'shadow-runner' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['shadow-runner.rs_or_wasm', 'shadow-runner_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Compiler,Planned,2025-10-04T18:34:41.528413
C6F548EA,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Corpus-Gen — G13-07,QA/Perf,Build 'corpus-gen' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['corpus-gen.rs_or_wasm', 'corpus-gen_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Infra,Planned,2025-10-04T18:34:41.528413
8EE89173,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Perf-Regression — G13-08,QA/Perf,Build 'perf-regression' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['perf-regression.rs_or_wasm', 'perf-regression_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Finance,Planned,2025-10-04T18:34:41.528413
3DB593FC,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Pgo-Cycle — G13-09,QA/Perf,Build 'pgo-cycle' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['pgo-cycle.rs_or_wasm', 'pgo-cycle_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Engine,Planned,2025-10-04T18:34:41.528413
940DDFFA,Greenfield #4 (Benchmark DSL),G13,Bench Suite & Shadow-Run,Dashboards — G13-10,QA/Perf,Build 'dashboards' for Bench Suite & Shadow-Run with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['dashboards.rs_or_wasm', 'dashboards_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Engine,Planned,2025-10-04T18:34:41.528413
742A282D,Greenfield #4 (Benchmark DSL),G14,Supply Chain & Signing,Key-Mgmt — G14-01,SupplyChain,Build 'key-mgmt' for Supply Chain & Signing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['key-mgmt.rs_or_wasm', 'key-mgmt_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Policy,Planned,2025-10-04T18:34:41.528413
8762A3BB,Greenfield #4 (Benchmark DSL),G14,Supply Chain & Signing,Supply-Sign — G14-02,SupplyChain,Build 'supply-sign' for Supply Chain & Signing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['supply-sign.rs_or_wasm', 'supply-sign_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Finance,Planned,2025-10-04T18:34:41.528413
CE195497,Greenfield #4 (Benchmark DSL),G14,Supply Chain & Signing,Verify-On-Load — G14-03,SupplyChain,Build 'verify-on-load' for Supply Chain & Signing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['verify-on-load.rs_or_wasm', 'verify-on-load_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-QA,Planned,2025-10-04T18:34:41.528413
4B3790B6,Greenfield #4 (Benchmark DSL),G14,Supply Chain & Signing,Attest-Manifest — G14-04,SupplyChain,Build 'attest-manifest' for Supply Chain & Signing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['attest-manifest.rs_or_wasm', 'attest-manifest_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Fed,Planned,2025-10-04T18:34:41.528413
23C52E06,Greenfield #4 (Benchmark DSL),G14,Supply Chain & Signing,Sbom — G14-05,SupplyChain,Build 'sbom' for Supply Chain & Signing with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['sbom.rs_or_wasm', 'sbom_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",5,LLL-Infra,Planned,2025-10-04T18:34:41.528413
02750AF9,Greenfield #4 (Benchmark DSL),G15,Profiles & Packaging,Profiles.Dev — G15-01,Deploy,Build 'profiles.dev' for Profiles & Packaging with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['profiles.dev.rs_or_wasm', 'profiles.dev_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",4,LLL-Runtime,Planned,2025-10-04T18:34:41.528413
17B3F437,Greenfield #4 (Benchmark DSL),G15,Profiles & Packaging,Profiles.Single — G15-02,Deploy,Build 'profiles.single' for Profiles & Packaging with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['profiles.single.rs_or_wasm', 'profiles.single_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Docs,Planned,2025-10-04T18:34:41.528413
EF6B6B14,Greenfield #4 (Benchmark DSL),G15,Profiles & Packaging,Profiles.Federated — G15-03,Deploy,Build 'profiles.federated' for Profiles & Packaging with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['profiles.federated.rs_or_wasm', 'profiles.federated_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Engine,Planned,2025-10-04T18:34:41.528413
457E9F0E,Greenfield #4 (Benchmark DSL),G15,Profiles & Packaging,Packaging — G15-04,Deploy,Build 'packaging' for Profiles & Packaging with .lll-as-source-of-truth; generate AOT where possible; no business logic in TCB.,"['packaging.rs_or_wasm', 'packaging_tests.lll']","['Reproducible builds; deterministic semantics', 'Meets target SLO/throughput for epic', 'Shadow-run parity with interpreter (where applicable)']","5D87D2CD,2C9C95E4,C08BC26A,2962122B,CB9C9B3C,85C66F75,773FF42E,2201FCF0,5930C038",3,LLL-Finance,Planned,2025-10-04T18:34:41.528413
